4.074795193672952065e-01 7.115985303636895853e-01
-9.632348987733795331e-01 5.511766080024003145e-01
-7.710395359873872811e-01 7.948825763349935958e-01
-2.530375432380034262e-01 8.702549058430418816e-01
9.507503805259401308e-02 1.283089841880908244e+00
2.007235254398321844e-01 1.263863223667193614e+00
7.637165921857262951e-01 9.820575781583833486e-01
3.380081087470067081e-01 9.303642949421141450e-01
5.259438973308766530e-01 1.699076854455012553e+00
-6.470142911575781364e-01 1.264504278582526897e+00
2.460355682833426927e-01 4.566516556209000433e-01
1.778695619231147607e-01 1.196324657309806527e+00
-7.180549894374603781e-01 9.504906397780452654e-01
5.819614578570664332e-01 1.070426471081402431e+00
2.586618367152683229e-01 1.170864127503949081e+00
6.601253062042719000e-01 7.244256373840280983e-01
7.447439594299545274e-01 1.189500436314936627e+00
-3.043263863011155812e-01 1.064991519061737169e+00
5.782211649777683204e-01 1.147687835778974375e+00
-1.311058734516208982e-02 3.524278446933699627e-01
-1.518419849738299188e-01 1.303303759271113638e+00
-6.649372747768538261e-01 1.047840681221576364e+00
-4.990029205140599777e-01 9.045477067365613744e-01
-6.337955443522966803e-01 4.775111099271008852e-01
-4.183470445835212326e-01 7.198822771446768964e-01
-1.026285080317711706e+00 1.365517478790460926e+00
-2.256233654688576673e-01 8.659499645895128994e-01
1.203455348102423633e-01 1.208144623836336251e+00
2.148478299527634139e-01 9.289845845831820048e-01
1.148778051392091104e+00 5.500935846081502767e-01
-9.878001123727152555e-01 6.958990978602745958e-01
9.472464520438447222e-01 1.550334296616200591e+00
5.133099172803916588e-01 1.113288922555083049e+00
4.982486604813994580e-02 9.736255889709520828e-01
8.052702889293512634e-01 1.068630156719863944e+00
7.811509005485418600e-01 1.235144240040595198e+00
6.938873690480968914e-01 4.086861227703837418e-01
-4.995917459386662318e-01 1.075230784232675818e+00
2.542723945197892244e-01 6.518795648633514128e-01
-3.663361260283921617e-01 1.418311515580250148e+00
9.715591696676484368e-01 1.117111913482926600e+00
-1.197167486876373442e-02 1.131525953177598520e+00
-1.990089661095253704e-01 1.009885292960052361e+00
-3.318125886537500735e-01 7.338371778878185481e-01
-3.269119684451852192e-01 5.581120336564948659e-01
5.300908910689566128e-02 8.557200854204229934e-01
-4.663393666470830867e-01 1.314382911687530742e+00
5.960029538454097997e-01 7.274787280698069569e-01
-3.809574212946192362e-01 7.997184203654154055e-01
-1.153459547735036367e-01 1.122077631933946940e+00
1.624152502605822557e+00 8.207971656578756381e-01
2.547778236900683169e+00 6.763481557973329839e-01
1.878278258103924792e+00 1.244349932903723088e+00
1.681332470484889763e+00 6.727245303915825314e-01
1.302069283968794178e+00 8.951167318485061530e-01
2.962864969750438782e+00 1.091208512552822141e+00
1.865520672712412509e+00 1.063623429866599857e+00
1.644501800428702865e+00 5.635826237963815766e-01
1.679828129776006262e+00 4.784277365883163879e-01
1.796970743471461240e+00 -2.005613937026928806e-01
1.821381242196047134e+00 7.251828751877489321e-01
1.565743416069709459e+00 1.209263709396200870e+00
1.560733123161358149e+00 5.824366621527100607e-01
2.014343269781261991e+00 1.548326878005056084e+00
1.011118389223705893e+00 3.557763489576117877e-01
1.727291297640835666e+00 8.933212951125742984e-01
2.641255117661710727e+00 7.586640194810531090e-01
2.595947193992743429e+00 1.524779837596824006e+00
2.161154572413346298e+00 7.519808039599971128e-01
1.684646937710009507e+00 5.290779324939310913e-01
2.463441241868114417e+00 7.609821755054995140e-01
1.526928354622903328e+00 1.056666996145562365e+00
8.666100299345464997e-01 9.764143169395506083e-01
1.818460236989693168e+00 2.141131064376028403e-01
2.735683572220081849e+00 1.078183618518157916e+00
2.100485712802728333e+00 2.375279106476132718e+00
1.619362143407298893e+00 8.031017289709906359e-01
1.895436618680075735e+00 1.027613769051281434e+00
2.229062388996688071e+00 8.422570622679158570e-01
2.123900196148094999e+00 2.026136870194122253e+00
1.878441501598077323e+00 5.418520954743046847e-01
1.971827471417649802e+00 6.616960211605559250e-01
1.748261874522588410e+00 1.922274865909912034e+00
1.513297284358084083e+00 6.068945292857338414e-01
1.884669001748949135e+00 6.228635437257996621e-01
2.617780834723969274e+00 1.483487930015656708e+00
1.982240839791579834e+00 4.868586553589197008e-01
1.627152910384293882e+00 8.670080942890682207e-01
2.046750232034935113e+00 1.252948246728953219e-01
2.888612820180858076e+00 1.510543916801757591e-01
2.230497662122207014e+00 1.633232673228574683e+00
2.398169775513828927e+00 7.149567054416624545e-01
2.647552892017869475e+00 1.122612924257207601e+00
2.739968648890854119e+00 2.105525798890119926e+00
2.724339212130934662e+00 1.295574444090126676e+00
2.228063364054650108e+00 1.055537833446111184e+00
1.538476980491740864e+00 1.009231825481480715e+00
1.857798065795454701e+00 5.071397893774099996e-01
2.020297123004139550e+00 4.104477665968309097e-01
2.053411793227794213e+00 5.527220767853804340e-01
-1.404956473765537561e+00 -1.465559547863020340e+00
-9.855290906457295774e-01 -2.294285535148046673e+00
-7.671782935124418223e-01 -2.031630275886420645e+00
-7.515404839992121389e-01 -2.289005804392097332e+00
-1.294038034196616227e+00 -1.306116332687325743e+00
-9.636557309241485791e-01 -2.382078527842288906e+00
-6.391597993191097116e-01 -1.689363077349755660e+00
-1.273934171404426774e+00 -1.839904286964600288e+00
-8.467289696712784197e-01 -1.981478632544349860e+00
-1.122915549524978518e+00 -1.454280218489784726e+00
-1.288997938944376864e+00 -2.847419440192041407e+00
-1.627707288954642006e+00 -2.560596065996690651e+00
-1.169595854473034047e+00 -1.764304180412455736e+00
-1.091452780467790262e+00 -1.780618658334450100e+00
-1.010936724385718577e+00 -1.721806453933534042e+00
-5.959150663199014319e-01 -2.358400841628878197e+00
-1.227198731750564598e+00 -1.935009959197570906e+00
-1.065007851317648857e+00 -2.136435803043545523e+00
-7.101164993219276633e-01 -1.909039751557219056e+00
-1.133201996874691808e+00 -1.235785741614467526e+00
-8.339229783324607626e-01 -1.607535527780096896e+00
-1.076999201107194715e+00 -2.166761222214355520e+00
-8.092694053714489799e-01 -2.048535190522535299e+00
-1.052219396648956362e+00 -2.124894669325680052e+00
-1.600157822056927692e+00 -1.914253246508257122e+00
-6.976660921398034620e-01 -2.065186680328729985e+00
-1.129755236842604482e+00 -2.650456745562700611e+00
-1.457046824110765915e+00 -3.275942467715997619e+00
-7.958134555427858192e-01 -2.277654122162733774e+00
-6.902304647252714975e-01 -2.260463745932489665e+00
-1.328999887311221872e+00 -1.764817115698128269e+00
-6.038429057148586576e-01 -2.367764149041053923e+00
-1.229261296067595266e+00 -2.152273181360035537e+00
-7.740496118292140570e-01 -2.060635780771765013e+00
-1.032566406922026614e+00 -1.797983549423766148e+00
-5.705295607328570995e-01 -1.570491051937539018e+00
-1.049985078855616427e+00 -1.185772732198942414e+00
-1.092952668096547564e+00 -1.739084390769916943e+00
-1.562440180683830615e+00 -2.741617678250980905e+00
-1.491895301055227607e+00 -1.983606077192526573e+00
-1.366410427055334997e+00 -1.329383336695762807e+00
-1.778086496573148656e+00 -2.049644166417754931e+00
-8.997156237664096778e-01 -1.704120123788819718e+00
-1.773027583549016795e+00 -1.444573717143382119e+00
-1.489882349806383566e+00 -1.987666113896486397e+00
-1.439098943798977182e+00 -2.117241961739050993e+00
-8.937111068052063789e-01 -2.583146508490371307e+00
-8.833273829684866740e-01 -1.201043378070054901e+00
-7.903369456289761619e-01 -2.253265765108129148e+00
-1.057714969850077846e+00 -2.556289447167991113e+00
2.255708397255725473e+00 -1.117756435710566709e+00
-5.681724717787806078e-02 -9.600772956994808593e-01
6.564925877536755827e-01 1.172958903558307675e-01
1.395935502930747862e+00 -1.736443282327679416e+00
1.219028104315094563e+00 1.197129125192668564e-01
1.087160632665027604e+00 -2.047963054946980499e+00
1.875453698370703082e+00 -7.721705405904044639e-02
1.529943753301262310e+00 -1.415398299838177998e+00
5.994509144864490491e-01 -1.854934168563712182e+00
1.475952878840175675e+00 -1.299784348348903551e+00
6.191053109390589615e-01 -6.714043334602310953e-01
8.124085038635296963e-01 -2.180848298111993655e-01
1.977975831722646349e+00 -5.882949981249605553e-01
2.958117061204079690e-01 -1.613202363556687668e+00
8.641346549256732068e-01 -2.339055358951909191e-01
-7.202814769302892106e-01 -1.548281757512023127e+00
1.112066407536574708e+00 -8.444340068606749350e-01
2.284692819427569965e+00 -1.443653749380876317e+00
5.896116327410174662e-01 -8.106301795831307722e-01
7.035030192157512019e-01 -4.467410586577295062e-01
4.934583033862781631e-01 -1.101388898604722666e+00
1.460760604528148932e+00 -1.187794091382751605e+00
7.618591398391537650e-01 -1.165630470193500301e+00
